SUMMARY STATISTICS FOR: Lhr. Tmax-RCP85-Out.OUT

Analysis Start Date: 01/01/2006 
Analysis End Date: 31/12/2100 
Ensemble Member(s): ALL
-
Month,Mean,Maximum,Minimum,Variance,Sum
-
January, 18.8257682173175 , 29.6937 , 8.0947 , 10.2873391785981 , 583.598814736842 
February, 22.8124095488722 , 33.46635 , 12.3832 , 9.64459200637053 , 638.747467368421 
March, 27.8947067911715 , 39.74945 , 16.6203 , 11.4488009221297 , 864.735910526316 
April, 34.8757861754386 , 50.42645 , 19.9833 , 19.9012175469915 , 1046.27358526316 
May, 39.303042614601 , 53.5919 , 25.0364 , 17.3221553159072 , 1218.39432105263 
June, 37.4139716140351 , 51.0091 , 24.02165 , 15.4290785389818 , 1122.41914842105 
July, 35.450365959253 , 46.5054 , 24.1908 , 10.9515794789678 , 1098.96134473684 
August, 35.7081646349746 , 44.4809 , 27.0292 , 6.40761332228207 , 1106.95310368421 
September, 34.6950389473684 , 42.91045 , 26.33365 , 5.9740809857467 , 1040.85116842105 
October, 33.9280739728353 , 44.54045 , 23.13955 , 9.59472098379467 , 1051.77029315789 
November, 28.8618094912281 , 38.10605 , 19.7249 , 7.30542775893473 , 865.854284736842 
December, 22.6117996434635 , 33.79055 , 12.05325 , 9.80681477979542 , 700.965788947369 
Winter, 21.370134122807 , 34.1361 , 8.0947 , 13.3311474371609 , 1903.2775703125 
Spring, 34.0152588787185 , 53.5919 , 16.6203 , 38.4724275866374 , 3129.4038168421 
Summer, 36.1775390961098 , 51.0091 , 23.5753 , 11.6333497091073 , 3328.33359684211 
Autumn, 32.5107224869867 , 44.6075 , 19.7249 , 14.2945765357744 , 2958.47574631579 
Annual, 31.0671924138428 , 53.5919 , 8.0947 , 51.9600824239819 , 11339.5252310526 
Standard Deviations of Results
January, 4.12002827465053E-02 , 1.05284942418182 , 0.942179499883117 , 0.266900544293074 , 1.27720876514167 
February, 5.04776090905286E-02 , 0.98102488627965 , 0.960492457024 , 0.301467172545249 , 1.41337305453479 
March, 0.056805730485676 , 0.75494287697812 , 1.04167985004991 , 0.309692739060259 , 1.76097764505595 
April, 5.79902298777357E-02 , 1.18698152786806 , 1.01110192859078 , 0.431155952683983 , 1.73970689633208 
May, 7.53064785152335E-02 , 1.22293143307382 , 1.06557742093196 , 0.303252629542938 , 2.33450083397225 
June, 7.35476647103011E-02 , 1.05666252417695 , 1.20018570542229 , 0.412676956708193 , 2.20642994130903 
July, 0.049784737562226 , 0.582646925676264 , 0.935519192748069 , 0.215337572940509 , 1.54332686442903 
August, 5.13808811000741E-02 , 0.64001561699696 , 0.695162757920762 , 0.144525213014045 , 1.59280731410227 
September, 4.50502946959215E-02 , 0.713431809986071 , 0.90179810794878 , 9.33059369869684E-02 , 1.35150884087765 
October, 4.75339609082526E-02 , 0.868290071059206 , 1.06025253949236 , 0.282039790158451 , 1.47355278815583 
November, 4.87022455236446E-02 , 0.905818275097163 , 0.775585191967974 , 0.137721538426074 , 1.46106736570933 
December, 0.0523288473233 , 0.771056773201559 , 0.873769642125429 , 0.300321371241724 , 1.62219426702229 
Winter, 3.31381614596045E-02 , 0.74609274892603 , 0.942179499883117 , 0.203303657947832 , 2.95136750499604 
Spring, 3.91522724820179E-02 , 1.22293143307382 , 1.04167985004991 , 0.426270358213463 , 3.60200906834568 
Summer, 3.96945504952168E-02 , 1.05666252417695 , 1.19750779120639 , 0.145159586972734 , 3.65189864555998 
Autumn, 2.70958362739526E-02 , 0.805603965978321 , 0.775585191967974 , 0.159523717282339 , 2.46572110092974 
Annual, 2.16597760324923E-02 , 1.22293143307382 , 0.942179499883117 , 0.281069993329157 , 7.90581825185965 
